date.start,status.long,arena.city,teams.visitors.code,teams.home.code,scores.visitors.points,scores.home.points
2024-11-22T03:30:00.000Z,Finished,Los Angeles,ORL,LAL,119.0,118.0
2024-11-23T00:00:00.000Z,Finished,Philadelphia,BKN,PHI,98.0,113.0
2024-11-23T00:00:00.000Z,Finished,Washington,BOS,WAS,108.0,96.0
2024-11-23T00:30:00.000Z,Finished,Milwaukee,IND,MIL,117.0,129.0
2024-11-23T01:00:00.000Z,Finished,Chicago,ATL,CHI,122.0,136.0
2024-11-23T01:00:00.000Z,Finished,Houston,POR,HOU,88.0,116.0
2024-11-23T01:00:00.000Z,Finished,New Orleans,GSW,NOP,112.0,108.0
2024-11-23T03:00:00.000Z,Finished,Denver,DAL,DEN,123.0,120.0
2024-11-23T03:30:00.000Z,Finished,Inglewood,SAC,LAC,88.0,104.0
2024-11-23T22:00:00.000Z,Finished,Salt Lake City,NYK,UTA,106.0,121.0
2024-11-24T00:00:00.000Z,Finished,Orlando,DET,ORL,100.0,111.0
2024-11-24T01:00:00.000Z,Finished,Chicago,MEM,CHI,142.0,131.0
2024-11-24T01:00:00.000Z,Finished,Houston,POR,HOU,104.0,98.0
2024-11-24T01:00:00.000Z,Finished,Milwaukee,CHA,MIL,119.0,125.0
2024-11-24T01:30:00.000Z,Finished,San Antonio,GSW,SAS,94.0,104.0
2024-11-24T03:30:00.000Z,Finished,Los Angeles,DEN,LAL,127.0,102.0
2024-11-24T20:30:00.000Z,Finished,Boston,MIN,BOS,105.0,107.0
2024-11-24T22:00:00.000Z,Finished,Indianapolis,WAS,IND,103.0,115.0
2024-11-24T23:00:00.000Z,Finished,Miami,DAL,MIA,118.0,123.0
2024-11-24T23:00:00.000Z,Finished,Philadelphia,LAC,PHI,125.0,99.0
2024-11-25T00:30:00.000Z,Finished,Cleveland,TOR,CLE,108.0,122.0
2024-11-25T02:00:00.000Z,Finished,Sacramento,BKN,SAC,108.0,103.0
2024-11-26T00:00:00.000Z,Finished,Charlotte,ORL,CHA,95.0,84.0
2024-11-26T00:00:00.000Z,Finished,Detroit,TOR,DET,100.0,102.0
2024-11-26T00:00:00.000Z,Finished,Indianapolis,NOP,IND,110.0,114.0
2024-11-26T00:30:00.000Z,Finished,Atlanta,DAL,ATL,129.0,119.0
2024-11-26T00:30:00.000Z,Finished,Boston,LAC,BOS,94.0,126.0
2024-11-26T01:00:00.000Z,Finished,Memphis,POR,MEM,98.0,123.0
2024-11-26T02:00:00.000Z,Finished,Denver,NYK,DEN,145.0,118.0
2024-11-26T03:00:00.000Z,Finished,San Francisco,BKN,GSW,128.0,120.0
2024-11-26T03:00:00.000Z,Finished,Sacramento,OKC,SAC,130.0,109.0
2024-11-27T00:00:00.000Z,Finished,Washington,CHI,WAS,127.0,108.0
2024-11-27T00:30:00.000Z,Finished,Miami,MIL,MIA,106.0,103.0
2024-11-27T01:00:00.000Z,Finished,Minneapolis,HOU,MIN,117.0,111.0
2024-11-27T02:00:00.000Z,Finished,Salt Lake City,SAS,UTA,128.0,115.0
2024-11-27T03:00:00.000Z,Finished,Phoenix,LAL,PHX,100.0,127.0
2024-11-28T00:00:00.000Z,Finished,Charlotte,MIA,CHA,98.0,94.0
2024-11-28T00:00:00.000Z,Finished,Cleveland,ATL,CLE,135.0,124.0
2024-11-28T00:00:00.000Z,Finished,Indianapolis,POR,IND,114.0,121.0
2024-11-28T00:00:00.000Z,Finished,Orlando,CHI,ORL,119.0,133.0
2024-11-28T00:00:00.000Z,Finished,Philadelphia,HOU,PHI,122.0,115.0
2024-11-28T00:00:00.000Z,Finished,Washington,LAC,WAS,121.0,96.0
2024-11-28T00:30:00.000Z,Finished,Dallas,NYK,DAL,114.0,129.0
2024-11-28T01:00:00.000Z,Finished,Memphis,DET,MEM,111.0,131.0
2024-11-28T01:00:00.000Z,Finished,Minneapolis,SAC,MIN,115.0,104.0
2024-11-28T01:00:00.000Z,Finished,New Orleans,TOR,NOP,119.0,93.0
2024-11-28T01:30:00.000Z,Finished,San Antonio,LAL,SAS,119.0,101.0
2024-11-28T02:00:00.000Z,Finished,Phoenix,BKN,PHX,127.0,117.0
2024-11-28T02:00:00.000Z,Finished,Salt Lake City,DEN,UTA,122.0,103.0
2024-11-28T03:00:00.000Z,Finished,San Francisco,OKC,GSW,105.0,101.0
2024-11-29T17:00:00.000Z,Finished,Charlotte,NYK,CHA,99.0,98.0
2024-11-29T19:30:00.000Z,Finished,Atlanta,CLE,ATL,101.0,117.0
2024-11-29T22:00:00.000Z,Finished,Memphis,NOP,MEM,109.0,120.0
2024-11-30T00:30:00.000Z,Finished,Brooklyn,ORL,BKN,123.0,100.0
2024-11-30T00:30:00.000Z,Finished,Minneapolis,LAC,MIN,92.0,93.0
2024-11-30T01:00:00.000Z,Finished,Indianapolis,DET,IND,130.0,106.0
2024-11-30T01:00:00.000Z,Finished,Miami,TOR,MIA,111.0,121.0
2024-11-30T01:00:00.000Z,Finished,Chicago,BOS,CHI,138.0,129.0
2024-11-30T03:00:00.000Z,Finished,Los Angeles,OKC,LAL,101.0,93.0
2024-11-30T03:00:00.000Z,Finished,Portland,SAC,POR,106.0,115.0
2024-11-30T23:00:00.000Z,Finished,Charlotte,ATL,CHA,107.0,104.0
2024-12-01T00:00:00.000Z,Finished,Detroit,PHI,DET,111.0,96.0
2024-12-01T01:00:00.000Z,Finished,Milwaukee,WAS,MIL,114.0,124.0
2024-12-01T02:00:00.000Z,Finished,Phoenix,GSW,PHX,105.0,113.0
2024-12-01T02:30:00.000Z,Finished,Salt Lake City,DAL,UTA,106.0,94.0
2024-12-01T20:30:00.000Z,Finished,Brooklyn,ORL,BKN,100.0,92.0
2024-12-01T20:30:00.000Z,Finished,Memphis,IND,MEM,121.0,136.0
2024-12-01T23:00:00.000Z,Finished,Cleveland,BOS,CLE,111.0,115.0
2024-12-01T23:00:00.000Z,Finished,New York,NOP,NYK,85.0,118.0
2024-12-01T23:00:00.000Z,Finished,Toronto,MIA,TOR,116.0,119.0
2024-12-02T00:00:00.000Z,Finished,Houston,OKC,HOU,116.0,119.0
2024-12-02T01:00:00.000Z,Finished,Salt Lake City,LAL,UTA,105.0,104.0
2024-12-02T02:00:00.000Z,Finished,Portland,DAL,POR,137.0,131.0
2024-12-02T02:00:00.000Z,Finished,Sacramento,SAS,SAC,127.0,125.0
2024-12-02T03:00:00.000Z,Finished,Inglewood,DEN,LAC,122.0,126.0
2024-12-03T00:30:00.000Z,Finished,Atlanta,NOP,ATL,112.0,124.0
2024-12-03T00:30:00.000Z,Finished,Boston,MIA,BOS,89.0,108.0
2024-12-03T01:00:00.000Z,Finished,Chicago,BKN,CHI,102.0,128.0
2024-12-03T01:00:00.000Z,Finished,Minneapolis,LAL,MIN,80.0,109.0
2024-12-04T00:00:00.000Z,Finished,Charlotte,PHI,CHA,110.0,104.0
2024-12-04T00:00:00.000Z,Finished,Cleveland,WAS,CLE,87.0,118.0
2024-12-04T00:00:00.000Z,Finished,Detroit,MIL,DET,128.0,107.0
2024-12-04T00:30:00.000Z,Finished,New York,ORL,NYK,106.0,121.0
2024-12-04T00:30:00.000Z,Finished,Toronto,IND,TOR,111.0,122.0
2024-12-04T01:00:00.000Z,Finished,Oklahoma City,UTA,OKC,106.0,133.0
2024-12-04T01:30:00.000Z,Finished,Dallas,MEM,DAL,116.0,121.0
2024-12-04T02:00:00.000Z,Finished,Phoenix,SAS,PHX,93.0,104.0
2024-12-04T03:00:00.000Z,Finished,Denver,GSW,DEN,115.0,119.0
2024-12-04T03:00:00.000Z,Finished,Sacramento,HOU,SAC,111.0,120.0
2024-12-04T03:30:00.000Z,Finished,Inglewood,POR,LAC,105.0,127.0
2024-12-05T00:30:00.000Z,Finished,Boston,DET,BOS,120.0,130.0
2024-12-05T00:30:00.000Z,Finished,Brooklyn,IND,BKN,90.0,99.0
2024-12-05T00:30:00.000Z,Finished,Miami,LAL,MIA,93.0,134.0
2024-12-05T00:30:00.000Z,Finished,Philadelphia,ORL,PHI,106.0,102.0
2024-12-05T01:00:00.000Z,Finished,Milwaukee,ATL,MIL,119.0,104.0
2024-12-05T03:30:00.000Z,Finished,Inglewood,MIN,LAC,108.0,80.0
2024-12-06T00:00:00.000Z,Finished,Cleveland,DEN,CLE,114.0,126.0
2024-12-06T00:00:00.000Z,Finished,Washington,DAL,WAS,137.0,101.0
2024-12-06T00:30:00.000Z,Finished,New York,CHA,NYK,101.0,125.0
2024-12-06T00:30:00.000Z,Finished,Toronto,OKC,TOR,129.0,92.0
2024-12-06T01:00:00.000Z,Finished,Memphis,SAC,MEM,110.0,115.0
2024-12-06T01:00:00.000Z,Finished,New Orleans,PHX,NOP,124.0,126.0
2024-12-06T01:00:00.000Z,Finished,San Antonio,CHI,SAS,139.0,124.0
2024-12-06T03:00:00.000Z,Finished,San Francisco,HOU,GSW,93.0,99.0
2024-12-07T00:00:00.000Z,Finished,Philadelphia,ORL,PHI,94.0,102.0
2024-12-07T00:30:00.000Z,Finished,Atlanta,LAL,ATL,132.0,134.0
2024-12-07T00:30:00.000Z,Finished,Boston,MIL,BOS,105.0,111.0
2024-12-07T01:00:00.000Z,Finished,Chicago,IND,CHI,132.0,123.0
2024-12-07T01:00:00.000Z,Finished,San Antonio,SAC,SAS,140.0,113.0
2024-12-07T03:00:00.000Z,Finished,San Francisco,MIN,GSW,107.0,90.0
2024-12-07T03:00:00.000Z,Finished,Portland,UTA,POR,141.0,99.0
2024-12-07T18:00:00.000Z,Finished,Charlotte,CLE,CHA,116.0,102.0
2024-12-08T00:00:00.000Z,Finished,Washington,DEN,WAS,113.0,122.0
2024-12-08T00:00:00.000Z,Finished,New Orleans,OKC,NOP,119.0,109.0
2024-12-08T00:30:00.000Z,Finished,New York,DET,NYK,120.0,111.0
2024-12-08T00:30:00.000Z,Finished,Toronto,DAL,TOR,125.0,118.0
2024-12-08T01:00:00.000Z,Finished,Boston,MEM,BOS,127.0,121.0
2024-12-08T01:00:00.000Z,Finished,Miami,PHX,MIA,111.0,121.0
2024-12-08T18:00:00.000Z,Finished,Chicago,PHI,CHI,108.0,100.0
2024-12-08T20:30:00.000Z,Finished,Brooklyn,MIL,BKN,118.0,113.0
2024-12-08T22:00:00.000Z,Finished,Indianapolis,CHA,IND,113.0,109.0
2024-12-08T23:00:00.000Z,Finished,Atlanta,DEN,ATL,141.0,111.0
2024-12-08T23:00:00.000Z,Finished,Miami,CLE,MIA,113.0,122.0
2024-12-08T23:30:00.000Z,Finished,Orlando,PHX,ORL,110.0,115.0
2024-12-09T00:00:00.000Z,Finished,Washington,MEM,WAS,140.0,112.0
2024-12-09T00:00:00.000Z,Finished,San Antonio,NOP,SAS,116.0,121.0
2024-12-09T01:30:00.000Z,Finished,San Francisco,MIN,GSW,106.0,114.0
2024-12-09T02:00:00.000Z,Finished,Inglewood,HOU,LAC,117.0,106.0
2024-12-09T02:00:00.000Z,Finished,Sacramento,UTA,SAC,97.0,141.0
2024-12-09T02:30:00.000Z,Finished,Los Angeles,POR,LAL,98.0,107.0
2024-12-10T00:30:00.000Z,Finished,Toronto,NYK,TOR,113.0,108.0
2024-12-20T00:00:00.000Z,Finished,Detroit,UTA,DET,126.0,119.0
2024-12-20T00:00:00.000Z,Finished,Orlando,OKC,ORL,105.0,99.0
2024-12-20T00:00:00.000Z,Finished,Washington,CHA,WAS,114.0,123.0
2024-12-20T00:30:00.000Z,Finished,Boston,CHI,BOS,117.0,108.0
2024-12-20T00:30:00.000Z,Finished,Toronto,BKN,TOR,101.0,94.0
2024-12-20T01:00:00.000Z,Finished,Houston,NOP,HOU,113.0,133.0
2024-12-20T01:00:00.000Z,Finished,Memphis,GSW,MEM,93.0,144.0
2024-12-20T01:00:00.000Z,Finished,Minneapolis,NYK,MIN,133.0,107.0
2024-12-20T01:30:00.000Z,Finished,Dallas,LAC,DAL,118.0,95.0
2024-12-20T02:00:00.000Z,Finished,Phoenix,IND,PHX,120.0,111.0
2024-12-20T02:30:00.000Z,Finished,San Antonio,ATL,SAS,126.0,133.0
2024-12-20T03:00:00.000Z,Finished,Portland,DEN,POR,124.0,126.0
2024-12-20T03:00:00.000Z,Finished,Sacramento,LAL,SAC,113.0,100.0
2024-12-21T00:00:00.000Z,Finished,Philadelphia,CHA,PHI,98.0,108.0
2024-12-21T00:30:00.000Z,Finished,Cleveland,MIL,CLE,101.0,124.0
2024-12-21T01:00:00.000Z,Finished,Miami,OKC,MIA,104.0,97.0
2024-12-21T23:00:00.000Z,Finished,Sacramento,LAL,SAC,103.0,99.0
2024-12-22T00:00:00.000Z,Finished,Orlando,MIA,ORL,114.0,121.0
2024-12-22T00:30:00.000Z,Finished,Atlanta,MEM,ATL,128.0,112.0
2024-12-22T00:30:00.000Z,Finished,Brooklyn,UTA,BKN,105.0,94.0
2024-12-22T01:00:00.000Z,Finished,Cleveland,PHI,CLE,99.0,126.0
2024-12-22T01:00:00.000Z,Finished,Chicago,BOS,CHI,123.0,98.0
2024-12-22T01:00:00.000Z,Finished,Milwaukee,WAS,MIL,101.0,112.0
2024-12-22T01:00:00.000Z,Finished,Minneapolis,GSW,MIN,113.0,103.0
2024-12-22T01:00:00.000Z,Finished,New Orleans,NYK,NOP,104.0,93.0
2024-12-22T01:30:00.000Z,Finished,Dallas,LAC,DAL,97.0,113.0
2024-12-22T01:30:00.000Z,Finished,San Antonio,POR,SAS,94.0,114.0
2024-12-22T02:00:00.000Z,Finished,Phoenix,DET,PHX,133.0,125.0
2024-12-22T23:00:00.000Z,Finished,Toronto,HOU,TOR,114.0,110.0
2024-12-22T23:00:00.000Z,Finished,Sacramento,IND,SAC,122.0,95.0
2024-12-23T00:00:00.000Z,Finished,New Orleans,DEN,NOP,132.0,129.0
2024-12-24T00:00:00.000Z,Finished,Charlotte,HOU,CHA,114.0,101.0
2024-12-24T00:00:00.000Z,Finished,Cleveland,UTA,CLE,113.0,124.0
2024-12-24T00:00:00.000Z,Finished,Orlando,BOS,ORL,104.0,108.0
2024-12-24T00:00:00.000Z,Finished,Philadelphia,SAS,PHI,106.0,111.0
2024-12-24T00:30:00.000Z,Finished,Atlanta,MIN,ATL,104.0,117.0
2024-12-24T00:30:00.000Z,Finished,Miami,BKN,MIA,95.0,110.0
2024-12-24T00:30:00.000Z,Finished,New York,TOR,NYK,125.0,139.0
2024-12-24T01:00:00.000Z,Finished,Chicago,MIL,CHI,112.0,91.0
2024-12-24T01:00:00.000Z,Finished,Memphis,LAC,MEM,114.0,110.0
2024-12-24T01:00:00.000Z,Finished,Oklahoma City,WAS,OKC,105.0,123.0
2024-12-24T01:30:00.000Z,Finished,Dallas,POR,DAL,108.0,132.0
2024-12-24T03:00:00.000Z,Finished,Denver,PHX,DEN,90.0,117.0
2024-12-24T03:00:00.000Z,Finished,San Francisco,IND,GSW,111.0,105.0
2024-12-24T03:30:00.000Z,Finished,Los Angeles,DET,LAL,117.0,114.0
2024-12-25T17:00:00.000Z,Finished,New York,SAS,NYK,114.0,117.0
2024-12-25T19:30:00.000Z,Finished,Dallas,MIN,DAL,105.0,99.0
2024-12-25T22:00:00.000Z,Finished,Boston,PHI,BOS,118.0,114.0
2024-12-26T01:00:00.000Z,Finished,San Francisco,LAL,GSW,115.0,113.0
2024-12-26T03:30:00.000Z,Finished,Phoenix,DEN,PHX,100.0,110.0
2024-12-27T00:00:00.000Z,Finished,Indianapolis,OKC,IND,120.0,114.0
2024-12-27T00:00:00.000Z,Finished,Orlando,MIA,ORL,89.0,88.0
2024-12-27T00:00:00.000Z,Finished,Washington,CHA,WAS,110.0,113.0
2024-12-27T00:30:00.000Z,Finished,Atlanta,CHI,ATL,133.0,141.0
2024-12-27T01:00:00.000Z,Finished,Memphis,TOR,MEM,126.0,155.0
2024-12-27T01:00:00.000Z,Finished,Milwaukee,BKN,MIL,111.0,105.0
2024-12-27T01:00:00.000Z,Finished,New Orleans,HOU,NOP,128.0,111.0
2024-12-27T03:00:00.000Z,Finished,Portland,UTA,POR,120.0,122.0
2024-12-27T03:00:00.000Z,Finished,Sacramento,DET,SAC,114.0,113.0
2024-12-28T00:00:00.000Z,Finished,Orlando,NYK,ORL,108.0,85.0
2024-12-28T00:30:00.000Z,Finished,Boston,IND,BOS,105.0,142.0
2024-12-28T00:30:00.000Z,Finished,Brooklyn,SAS,BKN,96.0,87.0
2024-12-28T01:00:00.000Z,Finished,Houston,MIN,HOU,113.0,112.0
2024-12-28T01:00:00.000Z,Finished,New Orleans,MEM,NOP,132.0,124.0
2024-12-28T02:00:00.000Z,Finished,Denver,CLE,DEN,149.0,135.0
2024-12-28T02:00:00.000Z,Finished,Phoenix,DAL,PHX,98.0,89.0
2024-12-28T03:00:00.000Z,Finished,Inglewood,GSW,LAC,92.0,102.0
2024-12-28T20:00:00.000Z,Finished,Atlanta,MIA,ATL,110.0,120.0
2024-12-28T23:00:00.000Z,Finished,Charlotte,OKC,CHA,106.0,94.0
2024-12-29T00:00:00.000Z,Finished,Washington,NYK,WAS,136.0,132.0
2024-12-29T01:00:00.000Z,Finished,Chicago,MIL,CHI,111.0,116.0
2024-12-29T01:30:00.000Z,Finished,San Francisco,PHX,GSW,105.0,109.0
2024-12-29T02:00:00.000Z,Finished,Denver,DET,DEN,121.0,134.0
2024-12-29T02:30:00.000Z,Finished,Salt Lake City,PHI,UTA,114.0,111.0
2024-12-29T03:00:00.000Z,Finished,Portland,DAL,POR,122.0,126.0
2024-12-29T03:30:00.000Z,Finished,Los Angeles,SAC,LAL,122.0,132.0
2024-12-29T20:30:00.000Z,Scheduled,Orlando,BKN,ORL,,
2024-12-29T23:00:00.000Z,Scheduled,Boston,IND,BOS,,
2024-12-29T23:00:00.000Z,Scheduled,Toronto,ATL,TOR,,
2024-12-30T00:00:00.000Z,Scheduled,Houston,MIA,HOU,,
2024-12-30T00:00:00.000Z,Scheduled,Oklahoma City,MEM,OKC,,
2024-12-30T01:00:00.000Z,Scheduled,Minneapolis,SAS,MIN,,
2024-12-31T00:00:00.000Z,Scheduled,Charlotte,CHI,CHA,,
2024-12-31T00:00:00.000Z,Scheduled,Washington,NYK,WAS,,
2024-12-31T01:00:00.000Z,Scheduled,New Orleans,LAC,NOP,,
2024-12-31T02:00:00.000Z,Scheduled,Salt Lake City,DEN,UTA,,
2024-12-31T03:00:00.000Z,Scheduled,San Francisco,CLE,GSW,,
2024-12-31T03:00:00.000Z,Scheduled,Portland,PHI,POR,,
2024-12-31T03:00:00.000Z,Scheduled,Sacramento,DAL,SAC,,
2024-12-31T20:00:00.000Z,Scheduled,Boston,TOR,BOS,,
2024-12-31T20:00:00.000Z,Scheduled,Indianapolis,MIL,IND,,
2025-01-01T00:00:00.000Z,Scheduled,San Antonio,LAC,SAS,,
2025-01-01T01:00:00.000Z,Scheduled,Oklahoma City,MIN,OKC,,
2025-01-01T02:00:00.000Z,Scheduled,Phoenix,MEM,PHX,,
2025-01-01T02:00:00.000Z,Scheduled,Los Angeles,CLE,LAL,,
2025-01-02T00:00:00.000Z,Scheduled,Detroit,ORL,DET,,
2025-01-02T00:00:00.000Z,Scheduled,Washington,CHI,WAS,,
2025-01-02T00:30:00.000Z,Scheduled,Miami,NOP,MIA,,
2025-01-02T00:30:00.000Z,Scheduled,New York,UTA,NYK,,
2025-01-02T00:30:00.000Z,Scheduled,Toronto,BKN,TOR,,
2025-01-02T01:00:00.000Z,Scheduled,Houston,DAL,HOU,,
2025-01-02T02:00:00.000Z,Scheduled,Denver,ATL,DEN,,
2025-01-02T03:00:00.000Z,Scheduled,Sacramento,PHI,SAC,,
2025-01-03T00:30:00.000Z,Scheduled,Miami,IND,MIA,,
2025-01-03T00:30:00.000Z,Scheduled,Minneapolis,BOS,MIN,,
2025-01-03T01:00:00.000Z,Scheduled,Milwaukee,BKN,MIL,,
2025-01-03T01:00:00.000Z,Scheduled,Oklahoma City,LAC,OKC,,
2025-01-03T03:00:00.000Z,Scheduled,San Francisco,PHI,GSW,,
2025-01-03T03:30:00.000Z,Scheduled,Los Angeles,POR,LAL,,
2025-01-04T00:00:00.000Z,Scheduled,Detroit,CHA,DET,,
2025-01-04T00:30:00.000Z,Scheduled,Toronto,ORL,TOR,,
2025-01-04T01:00:00.000Z,Scheduled,Houston,BOS,HOU,,
2025-01-04T01:00:00.000Z,Scheduled,New Orleans,WAS,NOP,,
2025-01-04T01:00:00.000Z,Scheduled,Oklahoma City,NYK,OKC,,
2025-01-04T01:30:00.000Z,Scheduled,Dallas,CLE,DAL,,
2025-01-04T02:00:00.000Z,Scheduled,Denver,SAS,DEN,,
2025-01-04T03:00:00.000Z,Scheduled,Sacramento,MEM,SAC,,
2025-01-04T03:30:00.000Z,Scheduled,Los Angeles,ATL,LAL,,
2025-01-04T23:00:00.000Z,Scheduled,Brooklyn,PHI,BKN,,
2025-01-05T00:00:00.000Z,Scheduled,Detroit,MIN,DET,,
2025-01-05T00:00:00.000Z,Scheduled,Indianapolis,PHX,IND,,
2025-01-05T01:00:00.000Z,Scheduled,Miami,UTA,MIA,,
2025-01-05T01:00:00.000Z,Scheduled,Chicago,NYK,CHI,,
2025-01-05T01:00:00.000Z,Scheduled,Milwaukee,POR,MIL,,
2025-01-05T01:00:00.000Z,Scheduled,San Antonio,DEN,SAS,,
2025-01-05T01:30:00.000Z,Scheduled,San Francisco,MEM,GSW,,
2025-01-05T03:30:00.000Z,Scheduled,Inglewood,ATL,LAC,,
2025-01-05T20:30:00.000Z,Scheduled,Oklahoma City,BOS,OKC,,
2025-01-05T23:00:00.000Z,Scheduled,Cleveland,CHA,CLE,,
2025-01-05T23:00:00.000Z,Scheduled,Washington,NOP,WAS,,
2025-01-05T23:30:00.000Z,Scheduled,Orlando,UTA,ORL,,
2025-01-06T00:00:00.000Z,Scheduled,Houston,LAL,HOU,,
2025-01-06T01:30:00.000Z,Scheduled,San Francisco,SAC,GSW,,
2025-01-07T00:00:00.000Z,Scheduled,Detroit,POR,DET,,
2025-01-07T00:00:00.000Z,Scheduled,Philadelphia,PHX,PHI,,
2025-01-07T00:30:00.000Z,Scheduled,Brooklyn,IND,BKN,,
2025-01-07T00:30:00.000Z,Scheduled,New York,ORL,NYK,,
2025-01-07T00:30:00.000Z,Scheduled,Toronto,MIL,TOR,,
2025-01-07T01:00:00.000Z,Scheduled,Chicago,SAS,CHI,,
2025-01-07T01:00:00.000Z,Scheduled,Memphis,DAL,MEM,,
2025-01-07T01:00:00.000Z,Scheduled,Minneapolis,LAC,MIN,,
2025-01-07T03:00:00.000Z,Scheduled,Sacramento,MIA,SAC,,
2025-01-08T00:00:00.000Z,Scheduled,Charlotte,PHX,CHA,,
2025-01-08T00:00:00.000Z,Scheduled,Washington,HOU,WAS,,
2025-01-08T00:30:00.000Z,Scheduled,Dallas,LAL,DAL,,
2025-01-08T01:00:00.000Z,Scheduled,New Orleans,MIN,NOP,,
2025-01-08T02:00:00.000Z,Scheduled,Salt Lake City,ATL,UTA,,
2025-01-08T03:00:00.000Z,Scheduled,Denver,BOS,DEN,,
2025-01-08T03:00:00.000Z,Scheduled,San Francisco,MIA,GSW,,
2025-01-09T00:00:00.000Z,Scheduled,Cleveland,OKC,CLE,,
2025-01-09T00:00:00.000Z,Scheduled,Indianapolis,CHI,IND,,
2025-01-09T00:00:00.000Z,Scheduled,New York,TOR,NYK,,
2025-01-09T00:00:00.000Z,Scheduled,Philadelphia,WAS,PHI,,
2025-01-09T00:30:00.000Z,Scheduled,Brooklyn,DET,BKN,,
2025-01-09T01:00:00.000Z,Scheduled,New Orleans,POR,NOP,,
2025-01-09T02:00:00.000Z,Scheduled,Denver,LAC,DEN,,
2025-01-09T02:30:00.000Z,Scheduled,Milwaukee,SAS,MIL,,
2025-01-10T00:00:00.000Z,Scheduled,Cleveland,TOR,CLE,,
2025-01-10T00:00:00.000Z,Scheduled,Detroit,GSW,DET,,
2025-01-10T00:00:00.000Z,Scheduled,Orlando,MIN,ORL,,
2025-01-10T01:00:00.000Z,Scheduled,Memphis,HOU,MEM,,
2025-01-10T01:30:00.000Z,Scheduled,Dallas,POR,DAL,,
2025-01-10T02:00:00.000Z,Scheduled,Phoenix,ATL,PHX,,
2025-01-10T02:00:00.000Z,Scheduled,Salt Lake City,MIA,UTA,,
2025-01-10T03:30:00.000Z,Scheduled,Los Angeles,CHA,LAL,,
2025-01-11T00:00:00.000Z,Scheduled,Indianapolis,GSW,IND,,
2025-01-11T00:00:00.000Z,Scheduled,Orlando,MIL,ORL,,
2025-01-11T00:00:00.000Z,Scheduled,Philadelphia,NOP,PHI,,
2025-01-11T00:30:00.000Z,Scheduled,Boston,SAC,BOS,,
2025-01-11T00:30:00.000Z,Scheduled,New York,OKC,NYK,,
2025-01-11T01:00:00.000Z,Scheduled,Chicago,WAS,CHI,,
2025-01-11T02:00:00.000Z,Scheduled,Denver,BKN,DEN,,
2025-01-11T20:00:00.000Z,Scheduled,Atlanta,HOU,ATL,,
2025-01-11T22:00:00.000Z,Scheduled,Phoenix,UTA,PHX,,
2025-01-12T00:00:00.000Z,Scheduled,Detroit,TOR,DET,,
2025-01-12T01:00:00.000Z,Scheduled,Minneapolis,MEM,MIN,,
2025-01-12T03:00:00.000Z,Scheduled,Portland,MIA,POR,,
2025-01-12T03:30:00.000Z,Scheduled,Los Angeles,SAS,LAL,,
2025-01-12T03:30:00.000Z,Scheduled,Inglewood,CHA,LAC,,
2025-01-12T20:00:00.000Z,Scheduled,New York,MIL,NYK,,
2025-01-12T20:00:00.000Z,Scheduled,Dallas,DEN,DAL,,
2025-01-12T20:30:00.000Z,Scheduled,Chicago,SAC,CHI,,
2025-01-12T23:00:00.000Z,Scheduled,Boston,NOP,BOS,,
2025-01-12T23:00:00.000Z,Scheduled,Cleveland,IND,CLE,,
